ProductId,ProductName
564312,FMB II TX20 Bit W5
533155,FMB TX15 MaxxBit W5
533157,FMB TX25
533156,FMB TX20 MaxxBit W5
557843,FPB PZ 4
557855,FPB PZ 2
557854,FPB PZ 1
557842,FPB PZ 2 50mm
557856,FPB PZ 3
557853,FPB PH 3
557852,FPB PH 2
557851,FPB PH 1
557841,FPB PH 2 50mm
557840,FPB PH 2 Trockenbau
557839,FPB TX50
517693,FPB TX 25
557849,FPB TX 30
557845,FPB TX 10
557848,FPB TX 25
557847,FPB TX 20
557846,FPB TX 15
557850,FPB TX 40
558178,FBH Bithalter
533150,FBH Quick Bit Slim W1
670437,"FPF II PTF 5,0 x 30 BC 200"
670636,"FPF II PTF 4,5 x 50 BC 200"
670102,"FPF II PTF 3,5 x 30 BC 200"
670440,"FPF II PTF 5,0 x 60 BC 100"
670441,"FPF II PTF 5,0 x 70 BC 50"
670103,"FPF II PTF 3,5 x 35 BC 200"
670532,"FPF II PTF 6,0 x 60 BC 50"
670436,"FPF II PTF 5,0 x 25 BC 200"
670240,"FPF II PTF 4,0 x 50 BC 200"
670329,"FPF II PTF 4,5 x 25 BC 200"
670057,"FPF II PTF 3,0 x 16 BC 200"
670098,"FPF II PTF 3,5 x 15 BC 200"
670237,"FPF II PTF 4,0 x 30 BC 200"
670333,"FPF II PTF 4,5 x 50 BC 300"
670332,"FPF II PTF 4,5 x 40 BC 200"
670236,"FPF II PTF 4,0 x 25 BC 200"
670099,"FPF II PTF 3,5 x 16 BC 200"
670060,"FPF II PTF 3,0 x 30 BC 200"
670056,"FPF II PTF 3,0 x 12 BC 200"
670328,"FPF II PTF 4,5 x 20 BC 200"
670646,"FPF II PTF 5,0 x 70 BC 100"
670239,"FPF II PTF 4,0 x 40 BC 200"
670331,"FPF II PTF 4,5 x 35 BC 200"
670235,"FPF II PTF 4,0 x 20 BC 200"
670059,"FPF II PTF 3,0 x 25 BC 200"
670327,"FPF II PTF 4,5 x 16 BC 200"
670058,"FPF II PTF 3,0 x 20 BC 200"
670234,"FPF II PTF 4,0 x 16 BC 200"
670330,"FPF II PTF 4,5 x 30 BC 200"
670097,"FPF II PTF 3,5 x 12 BC 200"
670238,"FPF II PTF 4,0 x 35 BC 200"
670233,"FPF II PTF 4,0 x 15 BC 200"
670531,"FPF II PTF 6,0 x 50 BC 50"
670435,"FPF II PTF 5,0 x 20 BC 200"
670100,"FPF II PTF 3,5 x 20 BC 200"
670439,"FPF II PTF 5,0 x 50 BC 100"
670438,"FPF II PTF 5,0 x 40 BC 100"
670101,"FPF II PTF 3,5 x 25 BC 200"
670434,"FPF II PTF 5,0 x 16 BC 200"
670530,"FPF II PTF 6,0 x 40 BC 100"
670533,"FPF II PTP 6,0 x 100 BC 25"
670534,"FPF II PTP 6,0 x 80 BC 50"
670335,"FPF II PZF 4,5 x 20 BC 200"
670246,"FPF II PZF 4,0 x 40 BC 200"
670339,"FPF II PZF 4,5 x 40 BC 200"
670338,"FPF II PZF 4,5 x 35 BC 200"
670247,"FPF II PZF 4,0 x 45 BC 200"
670334,"FPF II PZF 4,5 x 16 BC 200"
670104,"FPF II PZF 3,5 x 16 BC 200"
670446,"FPF II PZF 5,0 x 40 BC 100"
670061,"FPF II PZF 3,0 x 12 BC 200"
670535,"FPF II PZF 6,0 x 40 BC 100"
670447,"FPF II PZF 5,0 x 50 BC 100"
670105,"FPF II PZF 3,5 x 20 BC 200"
670538,"FPF II PZF 6,0 x 70 BC 50"
670241,"FPF II PZF 4,0 x 16 BC 200"
670444,"FPF II PZF 5,0 x 25 BC 200"
670242,"FPF II PZF 4,0 x 20 BC 200"
670448,"FPF II PZF 5,0 x 60 BC 100"
670537,"FPF II PZF 6,0 x 60 BC 100"
670063,"FPF II PZF 3,0 x 25 BC 200"
670062,"FPF II PZF 3,0 x 16 BC 200"
670536,"FPF II PZF 6,0 x 50 BC 100"
670449,"FPF II PZF 5,0 x 70 BC 100"
670243,"FPF II PZF 4,0 x 25 BC 200"
670445,"FPF II PZF 5,0 x 30 BC 200"
670337,"FPF II PZF 4,5 x 30 BC 200"
670248,"FPF II PZF 4,0 x 50 BC 200"
670442,"FPF II PZF 5,0 x 16 BC 200"
670244,"FPF II PZF 4,0 x 30 BC 200"
670340,"FPF II PZF 4,5 x 50 BC 200"
670245,"FPF II PZF 4,0 x 35 BC 200"
670443,"FPF II PZF 5,0 x 20 BC 200"
670064,"FPF II PZF 3,0 x 30 BC 200"
670336,"FPF II PZF 4,5 x 25 BC 200"
670250,"FPF II RZF 4,0 x 35 BC 500"
670251,"FPF II RZF 4,0 x 40 BC 500"
670129,"FPF II RZF 3,5 x 16 BC 500"
670252,"FPF II RZF 4,0 x 45 BC 500"
670249,"FPF II RZF 4,0 x 30 BC 500"
670342,"FPF II CTX25P 5,0 x 120 BC 100"
670343,"FPF II CTX25P 5,0 x 50 BC 200"
670699,"FPF II CT25P 5,0 x 70 BC 600 Eimer"
670344,"FPF II CTX25P 5,0 x 60 BC 200"
670703,"FPF II CTX25P 5,0 x 90 BC 600 Eimer"
670345,"FPF II CTX25P 5,0 x 70 BC 200"
670346,"FPF II CTX25P 5,0 x 80 BC 200"
670347,"FPF II CTX25P 5,0 x 90 BC 200"
670701,"FPF II CTX25P 5,0 x 80 BC 600 Eimer"
670341,"FPF II CTX25P 5,0 x 100 BC 100"
670697,"FPF II CTX25P 5,0 x 100 BC 600 Eimer"
670122,"FPF II CTF 3,5 x 45 BC 500"
670163,"FPF II CTF 4,0 x 50 BC 500"
670134,"FPF II CTF 3,5 x 35 BC 1000"
670358,"FPF II CTF 5,0 x 50 BC 200"
670661,"FPF II CTF 4,5 x 35 BC 50"
670362,"FPF II CTF 5,0 x 70 BC 100"
670159,"FPF II CTF 4,0 x 40 BC 200"
670354,"FPF II CTF 5,0 x 40 BC 200"
670456,"FPF II CTF 6,0 x 60 BC 200"
670006,"FPF II CTF 3,0 x 20 BC 200"
670682,"FPF II CTF 5,0 x 60 BC 50"
670010,"FPF II CTF 3,0 x 25 BC 500"
670155,"FPF II CTF 4,0 x 30 BC 200"
670011,"FPF II CTF 3,0 x 30 BC 1000"
670154,"FPF II CTF 4,0 x 30 BC 1000"
670007,"FPF II CTF 3,0 x 20 BC 500"
670355,"FPF II CTF 5,0 x 40 BC 500"
670640,"FPF II CTF 5,0 x 60 BC 200"
670656,"FPF II CTF 4,0 x 50 BC 50"
670621,"FPF II CTF 3,0 x 35 BC 500"
670158,"FPF II CTF 4,0 x 40 BC 1000"
670363,"FPF II CTF 5,0 x 70 BC 200"
670660,"FPF II CTF 4,5 x 30 BC 50"
670359,"FPF II CTF 5,0 x 50 BC 500"
670162,"FPF II CTF 4,0 x 50 BC 200"
670256,"FPF II CTF 4,5 x 30 BC 200"
670352,"FPF II CTF 5,0 x 35 BC 200"
562068,"FPF II CTF 4,0 x 15 BC 200"
670450,"FPF II CTF 6,0 x 40 BC 200"
670000,"FPF II CTF 3,0 x 12 BC 1000"
670684,"FPF II CTF 5,0 x 70 BC 50"
670153,"FPF II CTF 4,0 x 25 BC 500"
670348,"FPF II CTF 5,0 x 20 BC 200"
670132,"FPF II CTF 3,5 x 25 BC 1000"
670077,"FPF II CTF 3,5 x 35 BC 200"
670149,"FPF II CTF 4,0 x 20 BC 1000"
670630,"FPF II CTF 4,5 x 20 BC 500"
670260,"FPF II CTF 4,5 x 40 BC 200"
670667,"FPF II CTF 4,5 x 50 BC 50"
670261,"FPF II CTF 4,5 x 40 BC 500"
670148,"FPF II CTF 4,0 x 16 BC 500"
670133,"FPF II CTF 3,5 x 30 BC 1000"
670076,"FPF II CTF 3,5 x 30 BC 200"
670349,"FPF II CTF 5,0 x 25 BC 200"
670152,"FPF II CTF 4,0 x 25 BC 200"
670451,"FPF II CTF 6,0 x 40 BC 500"
670001,"FPF II CTF 3,0 x 12 BC 200"
670353,"FPF II CTF 5,0 x 35 BC 500"
670257,"FPF II CTF 4,5 x 30 BC 500"
670650,"FPF II CTF 4,0 x 35 BC 50"
670151,"FPF II CTF 4,0 x 20 BC 500"
670014,"FPF II CTF 3,0 x 35 BC 1000"
670106,"FPF II CTF 3,5 x 35 BC 300"
670147,"FPF II CTF 4,0 x 16 BC 200"
670452,"FPF II CTF 6,0 x 50 BC 100"
670002,"FPF II CTF 3,0 x 16 BC 1000"
670079,"FPF II CTF 3,5 x 45 BC 200"
670350,"FPF II CTF 5,0 x 30 BC 200"
670254,"FPF II CTF 4,5 x 25 BC 200"
670624,"FPF II CTF 4,0 x 25 BC 1000"
670665,"FPF II CTF 4,5 x 45 BC 50"
670262,"FPF II CTF 4,5 x 45 BC 200"
670075,"FPF II CTF 3,5 x 25 BC 200"
670130,"FPF II CTF 3,5 x 16 BC 1000"
670258,"FPF II CTF 4,5 x 35 BC 200"
670259,"FPF II CTF 4,5 x 35 BC 500"
670074,"FPF II CTF 3,5 x 20 BC 200"
670131,"FPF II CTF 3,5 x 20 BC 1000"
670648,"FPF II CTF 4,0 x 30 BC 50"
670263,"FPF II CTF 4,5 x 45 BC 500"
670625,"FPF II CTF 4,0 x 35 BC 1000"
670652,"FPF II CTF 4,0 x 40 BC 50"
670255,"FPF II CTF 4,5 x 25 BC 500"
670351,"FPF II CTF 5,0 x 30 BC 500"
670078,"FPF II CTF 3,5 x 40 BC 200"
670453,"FPF II CTF 6,0 x 50 BC 200"
670003,"FPF II CTF 3,0 x 16 BC 200"
670107,"FPF II CTF 3,5 x 40 BC 300"
670150,"FPF II CTF 4,0 x 20 BC 200"
670015,"FPF II CTF 3,0 x 35 BC 200"
670360,"FPF II CTF 5,0 x 60 BC 100"
670675,"FPF II CTF 5,0 x 35 BC 50"
670663,"FPF II CTF 4,5 x 40 BC 50"
670264,"FPF II CTF 4,5 x 50 BC 200"
670008,"FPF II CTF 3,0 x 25 BC 1000"
670073,"FPF II CTF 3,5 x 16 BC 200"
670161,"FPF II CTF 4,0 x 45 BC 500"
670120,"FPF II CTF 3,5 x 30 BC 500"
670157,"FPF II CTF 4,0 x 35 BC 500"
670012,"FPF II CTF 3,0 x 30 BC 200"
670680,"FPF II CTF 5,0 x 50 BC 50"
670454,"FPF II CTF 6,0 x 50 BC 400"
670004,"FPF II CTF 3,0 x 16 BC 500"
670356,"FPF II CTF 5,0 x 45 BC 200"
670654,"FPF II CTF 4,0 x 45 BC 50"
670253,"FPF II CTF 4,5 x 20 BC 200"
670357,"FPF II CTF 5,0 x 45 BC 500"
670639,"FPF II CTF 5,0 x 25 BC 500"
670455,"FPF II CTF 6,0 x 60 BC 100"
670005,"FPF II CTF 3,0 x 20 BC 1000"
670678,"FPF II CTF 5,0 x 45 BC 50"
670156,"FPF II CTF 4,0 x 35 BC 200"
670013,"FPF II CTF 3,0 x 30 BC 500"
670121,"FPF II CTF 3,5 x 40 BC 500"
670160,"FPF II CTF 4,0 x 45 BC 200"
670009,"FPF II CTF 3,0 x 25 BC 200"
670265,"FPF II CTF 4,5 x 50 BC 500"
670361,"FPF II CTF 5,0 x 60 BC 500"
670175,"FPF II CTP 4,0 x 60 BC 100"
670460,"FPF II CTP 6,0 x 120 BC 100"
670476,"FPF II CTP 6,0 x 40 BC 200"
670266,"FPF II CTP 4,5 x 35 BC 200"
670374,"FPF II CTP 5,0 x 45 BC 200"
670677,"FPF II CTP 5,0 x 40 BC 50"
670270,"FPF II CTP 4,5 x 45 BC 200"
670657,"FPF II CTP 4,0 x 50 BC 50"
670084,"FPF II CTP 3,5 x 50 BC 200"
670483,"FPF II CTP 6,0 x 70 BC 100"
670179,"FPF II CTP 4,0 x 70 BC 200"
670180,"FPF II CTP 4,0 x 70 BC 500"
670378,"FPF II CTP 5,0 x 60 BC 100"
670381,"FPF II CTP 5,0 x 70 BC 200"
670694,"FPF II CTP 6,0 x 160 BC 50"
670380,"FPF II CTP 5,0 x 70 BC 100"
670695,"FPF II CTP 6,0 x 180 BC 50"
670683,"FPF II CTP 5,0 x 60 BC 50"
670379,"FPF II CTP 5,0 x 60 BC 500"
670457,"FPF II CTP 6,0 x 100 BC 100"
670482,"FPF II CTP 6,0 x 60 BC 200"
670178,"FPF II CTP 4,0 x 70 BC 100"
670271,"FPF II CTP 4,5 x 45 BC 500"
670676,"FPF II CTP 5,0 x 35 BC 50"
670375,"FPF II CTP 5,0 x 45 BC 500"
670267,"FPF II CTP 4,5 x 35 BC 500"
670135,"FPF II CTP 3,5 x 25 BC 1000"
670477,"FPF II CTP 6,0 x 40 BC 500"
670174,"FPF II CTP 4,0 x 50 BC 500"
670461,"FPF II CTP 6,0 x 130 BC 100"
670123,"FPF II CTP 3,5 x 30 BC 500"
670651,"FPF II CTP 4,0 x 35 BC 50"
670082,"FPF II CTP 3,5 x 40 BC 200"
670485,"FPF II CTP 6,0 x 80 BC 100"
670169,"FPF II CTP 4,0 x 40 BC 1000"
670647,"FPF II CTP 6,0 x 90 BC 200"
670692,"FPF II CTP 6,0 x 140 BC 50"
670368,"FPF II CTP 5,0 x 120 BC 100"
670016,"FPF II CTP 3,0 x 35 BC 200"
670124,"FPF II CTP 3,5 x 35 BC 500"
670173,"FPF II CTP 4,0 x 50 BC 200"
670466,"FPF II CTP 6,0 x 200 BC 100"
670165,"FPF II CTP 4,0 x 30 BC 500"
670470,"FPF II CTP 6,0 x 260 BC 25"
670020,"FPF II CTP 3,0 x 45 BC 200"
670688,"FPF II CTP 6,0 x 100 BC 50"
670372,"FPF II CTP 5,0 x 40 BC 200"
670108,"FPF II CTP 3,5 x 25 BC 300"
670671,"FPF II CTP 4,5 x 80 BC 50"
670364,"FPF II CTP 5,0 x 100 BC 100"
670276,"FPF II CTP 4,5 x 70 BC 100"
670626,"FPF II CTP 4,0 x 30 BC 1000"
670277,"FPF II CTP 4,5 x 70 BC 500"
670670,"FPF II CTP 4,5 x 70 BC 50"
670365,"FPF II CTP 5,0 x 100 BC 200"
670109,"FPF II CTP 3,5 x 30 BC 300"
670666,"FPF II CTP 4,5 x 45 BC 50"
670689,"FPF II CTP 6,0 x 110 BC 50"
670373,"FPF II CTP 5,0 x 40 BC 500"
670164,"FPF II CTP 4,0 x 30 BC 200"
670471,"FPF II CTP 6,0 x 260 BC 50"
670021,"FPF II CTP 3,0 x 45 BC 500"
670172,"FPF II CTP 4,0 x 45 BC 500"
670467,"FPF II CTP 6,0 x 220 BC 50"
670125,"FPF II CTP 3,5 x 45 BC 500"
670017,"FPF II CTP 3,0 x 35 BC 500"
670693,"FPF II CTP 6,0 x 150 BC 50"
670369,"FPF II CTP 5,0 x 120 BC 200"
670685,"FPF II CTP 5,0 x 70 BC 50"
670168,"FPF II CTP 4,0 x 35 BC 500"
670484,"FPF II CTP 6,0 x 70 BC 200"
670083,"FPF II CTP 3,5 x 45 BC 200"
670278,"FPF II CTP 4,5 x 80 BC 100"
670690,"FPF II CTP 6,0 x 120 BC 50"
670385,"FPF II CTP 5,0 x 90 BC 200"
670686,"FPF II CTP 5,0 x 80 BC 50"
670669,"FPF II CTP 4,5 x 60 BC 50"
670468,"FPF II CTP 6,0 x 240 BC 25"
670487,"FPF II CTP 6,0 x 90 BC 100"
670080,"FPF II CTP 3,5 x 30 BC 200"
670653,"FPF II CTP 4,0 x 40 BC 50"
670274,"FPF II CTP 4,5 x 60 BC 100"
670018,"FPF II CTP 3,0 x 40 BC 200"
670366,"FPF II CTP 5,0 x 110 BC 100"
670673,"FPF II CTP 5,0 x 110 BC 50"
670370,"FPF II CTP 5,0 x 35 BC 200"
670632,"FPF II CTP 4,5 x 60 BC 200"
670649,"FPF II CTP 4,0 x 30 BC 50"
670472,"FPF II CTP 6,0 x 280 BC 25"
670167,"FPF II CTP 4,0 x 35 BC 200"
670464,"FPF II CTP 6,0 x 160 BC 100"
670171,"FPF II CTP 4,0 x 45 BC 200"
670126,"FPF II CTP 3,5 x 50 BC 500"
670465,"FPF II CTP 6,0 x 180 BC 100"
670170,"FPF II CTP 4,0 x 40 BC 200"
670473,"FPF II CTP 6,0 x 280 BC 50"
670166,"FPF II CTP 4,0 x 35 BC 1000"
670633,"FPF II CTP 4,5 x 70 BC 200"
670371,"FPF II CTP 5,0 x 35 BC 500"
670664,"FPF II CTP 4,5 x 40 BC 50"
670367,"FPF II CTP 5,0 x 110 BC 200"
670672,"FPF II CTP 5,0 x 100 BC 50"
670019,"FPF II CTP 3,0 x 40 BC 500"
670275,"FPF II CTP 4,5 x 60 BC 500"
670081,"FPF II CTP 3,5 x 35 BC 200"
670469,"FPF II CTP 6,0 x 240 BC 50"
670486,"FPF II CTP 6,0 x 80 BC 200"
670280,"FPF II CTP 4,5 x 80 BC 500"
670687,"FPF II CTP 5,0 x 90 BC 50"
670668,"FPF II CTP 4,5 x 50 BC 50"
670691,"FPF II CTP 6,0 x 130 BC 50"
670384,"FPF II CTP 5,0 x 90 BC 100"
670279,"FPF II CTP 4,5 x 80 BC 200"
670272,"FPF II CTP 4,5 x 50 BC 200"
670622,"FPF II CTP 3,5 x 25 BC 200"
670376,"FPF II CTP 5,0 x 50 BC 200"
670458,"FPF II CTP 6,0 x 100 BC 25"
670136,"FPF II CTP 3,5 x 35 BC 1000"
670474,"FPF II CTP 6,0 x 300 BC 25"
670462,"FPF II CTP 6,0 x 140 BC 100"
670177,"FPF II CTP 4,0 x 60 BC 500"
670659,"FPF II CTP 4,0 x 70 BC 50"
670696,"FPF II CTP 6,0 x 200 BC 50"
670383,"FPF II CTP 5,0 x 80 BC 200"
670679,"FPF II CTP 5,0 x 45 BC 50"
670268,"FPF II CTP 4,5 x 40 BC 200"
670478,"FPF II CTP 6,0 x 50 BC 100"
670481,"FPF II CTP 6,0 x 60 BC 100"
670655,"FPF II CTP 4,0 x 45 BC 50"
670480,"FPF II CTP 6,0 x 50 BC 400"
670479,"FPF II CTP 6,0 x 50 BC 200"
670642,"FPF II CTP 5,0 x 60 BC 200"
670269,"FPF II CTP 4,5 x 40 BC 500"
670681,"FPF II CTP 5,0 x 50 BC 50"
670382,"FPF II CTP 5,0 x 80 BC 100"
670658,"FPF II CTP 4,0 x 60 BC 50"
670463,"FPF II CTP 6,0 x 150 BC 100"
670176,"FPF II CTP 4,0 x 60 BC 200"
670475,"FPF II CTP 6,0 x 300 BC 50"
670137,"FPF II CTP 3,5 x 40 BC 1000"
670459,"FPF II CTP 6,0 x 110 BC 100"
670377,"FPF II CTP 5,0 x 50 BC 500"
670662,"FPF II CTP 4,5 x 35 BC 50"
670674,"FPF II CTP 5,0 x 120 BC 50"
670273,"FPF II CTP 4,5 x 50 BC 500"
670525,"FPF II CZP 6,0 x 80 BC 100"
670319,"FPF II CZP 4,5 x 60 BC 200"
670071,"FPF II CZP 3,5 x 45 BC 100"
670421,"FPF II CZP 5,0 x 60 BC 100"
670323,"FPF II CZP 4,5 x 70 BC 200"
670118,"FPF II CZP 3,5 x 45 BC 300"
670231,"FPF II CZP 4,0 x 70 BC 50"
670227,"FPF II CZP 4,0 x 60 BC 50"
670509,"FPF II CZP 6,0 x 200 BC 100"
670315,"FPF II CZP 4,5 x 50 BC 200"
670529,"FPF II CZP 6,0 x 90 BC 200"
670211,"FPF II CZP 4,0 x 35 BC 100"
670092,"FPF II CZP 3,5 x 30 BC 200"
670513,"FPF II CZP 6,0 x 40 BC 200"
670051,"FPF II CZP 3,0 x 40 BC 300"
670417,"FPF II CZP 5,0 x 45 BC 500"
670047,"FPF II CZP 3,0 x 35 BC 300"
670505,"FPF II CZP 6,0 x 140 BC 25"
670504,"FPF II CZP 6,0 x 140 BC 100"
670416,"FPF II CZP 5,0 x 45 BC 50"
670046,"FPF II CZP 3,0 x 35 BC 200"
670050,"FPF II CZP 3,0 x 40 BC 200"
670512,"FPF II CZP 6,0 x 300 BC 50"
670093,"FPF II CZP 3,5 x 35 BC 200"
670210,"FPF II CZP 4,0 x 30 BC 200"
670528,"FPF II CZP 6,0 x 90 BC 100"
670314,"FPF II CZP 4,5 x 45 BC 500"
670508,"FPF II CZP 6,0 x 180 BC 25"
670226,"FPF II CZP 4,0 x 60 BC 200"
670230,"FPF II CZP 4,0 x 70 BC 200"
670119,"FPF II CZP 3,5 x 50 BC 300"
670322,"FPF II CZP 4,5 x 70 BC 100"
670070,"FPF II CZP 3,5 x 40 BC 100"
670420,"FPF II CZP 5,0 x 50 BC 500"
670318,"FPF II CZP 4,5 x 60 BC 100"
670524,"FPF II CZP 6,0 x 70 BC 30"
670128,"FPF II CZP 3,5 x 45 BC 500"
670313,"FPF II CZP 4,5 x 45 BC 50"
670217,"FPF II CZP 4,0 x 40 BC 200"
670094,"FPF II CZP 3,5 x 40 BC 200"
670515,"FPF II CZP 6,0 x 40 BC 500"
670145,"FPF II CZP 3,5 x 35 BC 1000"
670407,"FPF II CZP 5,0 x 100 BC 100"
670411,"FPF II CZP 5,0 x 120 BC 200"
670503,"FPF II CZP 6,0 x 120 BC 25"
670431,"FPF II CZP 5,0 x 90 BC 100"
670523,"FPF II CZP 6,0 x 70 BC 200"
670309,"FPF II CZP 4,5 x 40 BC 200"
670427,"FPF II CZP 5,0 x 70 BC 30"
670519,"FPF II CZP 6,0 x 60 BC 100"
670325,"FPF II CZP 4,5 x 80 BC 200"
670221,"FPF II CZP 4,0 x 45 BC 300"
670220,"FPF II CZP 4,0 x 45 BC 200"
670324,"FPF II CZP 4,5 x 70 BC 50"
670518,"FPF II CZP 6,0 x 50 BC 30"
670426,"FPF II CZP 5,0 x 70 BC 200"
670308,"FPF II CZP 4,5 x 35 BC 500"
670522,"FPF II CZP 6,0 x 70 BC 100"
670430,"FPF II CZP 5,0 x 80 BC 30"
670502,"FPF II CZP 6,0 x 120 BC 100"
670410,"FPF II CZP 5,0 x 120 BC 100"
670514,"FPF II CZP 6,0 x 40 BC 50"
670095,"FPF II CZP 3,5 x 45 BC 200"
670216,"FPF II CZP 4,0 x 40 BC 1000"
670312,"FPF II CZP 4,5 x 45 BC 200"
670501,"FPF II CZP 6,0 x 100 BC 25"
670413,"FPF II CZP 5,0 x 40 BC 200"
670055,"FPF II CZP 3,0 x 45 BC 300"
670517,"FPF II CZP 6,0 x 50 BC 200"
670429,"FPF II CZP 5,0 x 80 BC 200"
670096,"FPF II CZP 3,5 x 50 BC 200"
670215,"FPF II CZP 4,0 x 40 BC 100"
670645,"FPF II CZP 5,0 x 50 BC 100"
670307,"FPF II CZP 4,5 x 35 BC 200"
670311,"FPF II CZP 4,5 x 40 BC 500"
670223,"FPF II CZP 4,0 x 50 BC 200"
670409,"FPF II CZP 5,0 x 100 BC 30"
670219,"FPF II CZP 4,0 x 45 BC 100"
670425,"FPF II CZP 5,0 x 70 BC 100"
670521,"FPF II CZP 6,0 x 60 BC 30"
670433,"FPF II CZP 5,0 x 90 BC 30"
670432,"FPF II CZP 5,0 x 90 BC 200"
670520,"FPF II CZP 6,0 x 60 BC 200"
670424,"FPF II CZP 5,0 x 60 BC 500"
670218,"FPF II CZP 4,0 x 40 BC 300"
670326,"FPF II CZP 4,5 x 80 BC 50"
670408,"FPF II CZP 5,0 x 100 BC 200"
670222,"FPF II CZP 4,0 x 45 BC 500"
670310,"FPF II CZP 4,5 x 40 BC 50"
670306,"FPF II CZP 4,5 x 35 BC 100"
670214,"FPF II CZP 4,0 x 35 BC 300"
670644,"FPF II CZP 5,0 x 45 BC 100"
670428,"FPF II CZP 5,0 x 80 BC 100"
670516,"FPF II CZP 6,0 x 50 BC 100"
670146,"FPF II CZP 3,5 x 40 BC 1000"
670054,"FPF II CZP 3,0 x 45 BC 200"
670412,"FPF II CZP 5,0 x 120 BC 30"
670500,"FPF II CZP 6,0 x 100 BC 100"
670225,"FPF II CZP 4,0 x 50 BC 75"
670049,"FPF II CZP 3,0 x 40 BC 1000"
670419,"FPF II CZP 5,0 x 50 BC 50"
670321,"FPF II CZP 4,5 x 60 BC 500"
670634,"FPF II CZP 4,5 x 70 BC 500"
670423,"FPF II CZP 5,0 x 60 BC 50"
670527,"FPF II CZP 6,0 x 80 BC 30"
670209,"FPF II CZP 4,0 x 30 BC 1000"
670507,"FPF II CZP 6,0 x 180 BC 100"
670415,"FPF II CZP 5,0 x 45 BC 200"
670045,"FPF II CZP 3,0 x 35 BC 1000"
670229,"FPF II CZP 4,0 x 70 BC 100"
670116,"FPF II CZP 3,5 x 35 BC 300"
670053,"FPF II CZP 3,0 x 45 BC 1000"
670511,"FPF II CZP 6,0 x 300 BC 25"
670213,"FPF II CZP 4,0 x 35 BC 200"
670643,"FPF II CZP 5,0 x 40 BC 100"
670317,"FPF II CZP 4,5 x 50 BC 500"
670069,"FPF II CZP 3,5 x 35 BC 100"
670316,"FPF II CZP 4,5 x 50 BC 50"
670212,"FPF II CZP 4,0 x 35 BC 1000"
670510,"FPF II CZP 6,0 x 200 BC 25"
670117,"FPF II CZP 3,5 x 40 BC 300"
670052,"FPF II CZP 3,0 x 45 BC 100"
670228,"FPF II CZP 4,0 x 60 BC 500"
670414,"FPF II CZP 5,0 x 40 BC 500"
670044,"FPF II CZP 3,0 x 35 BC 100"
670506,"FPF II CZP 6,0 x 160 BC 100"
670526,"FPF II CZP 6,0 x 80 BC 200"
670072,"FPF II CZP 3,5 x 50 BC 100"
670422,"FPF II CZP 5,0 x 60 BC 200"
670320,"FPF II CZP 4,5 x 60 BC 50"
670635,"FPF II CZP 4,5 x 80 BC 500"
670232,"FPF II CZP 4,0 x 70 BC 500"
670048,"FPF II CZP 3,0 x 40 BC 100"
670418,"FPF II CZP 5,0 x 50 BC 200"
670224,"FPF II CZP 4,0 x 50 BC 500"
670088,"FPF II CZF 3,5 x 25 BC 200"
670067,"FPF II CZF 3,5 x 35 BC 100"
670030,"FPF II CZF 3,0 x 20 BC 200"
670499,"FPF II CZF 6,0 x 60 BC 200"
670026,"FPF II CZF 3,0 x 16 BC 1000"
670289,"FPF II CZF 4,5 x 25 BC 100"
670207,"FPF II CZF 4,0 x 50 BC 200"
670196,"FPF II CZF 4,0 x 30 BC 300"
670303,"FPF II CZF 4,5 x 45 BC 500"
670495,"FPF II CZF 6,0 x 40 BC 500"
670138,"FPF II CZF 3,5 x 12 BC 1000"
670285,"FPF II CZF 4,5 x 20 BC 100"
670143,"FPF II CZF 3,5 x 35 BC 1000"
670397,"FPF II CZF 5,0 x 35 BC 500"
670401,"FPF II CZF 5,0 x 45 BC 200"
670114,"FPF II CZF 3,5 x 35 BC 300"
670293,"FPF II CZF 4,5 x 30 BC 100"
670292,"FPF II CZF 4,5 x 25 BC 300"
670400,"FPF II CZF 5,0 x 40 BC 500"
670115,"FPF II CZF 3,5 x 40 BC 300"
670396,"FPF II CZF 5,0 x 35 BC 50"
670142,"FPF II CZF 3,5 x 30 BC 1000"
670284,"FPF II CZF 4,5 x 16 BC 300"
670139,"FPF II CZF 3,5 x 16 BC 1000"
670494,"FPF II CZF 6,0 x 40 BC 200"
670181,"FPF II CZF 4,0 x 12 BC 300"
670302,"FPF II CZF 4,5 x 45 BC 200"
670197,"FPF II CZF 4,0 x 35 BC 100"
670085,"FPF II CZF 3,5 x 12 BC 200"
670206,"FPF II CZF 4,0 x 45 BC 500"
670288,"FPF II CZF 4,5 x 20 BC 300"
670498,"FPF II CZF 6,0 x 60 BC 100"
670027,"FPF II CZF 3,0 x 16 BC 200"
670031,"FPF II CZF 3,0 x 20 BC 300"
670089,"FPF II CZF 3,5 x 30 BC 200"
670066,"FPF II CZF 3,5 x 30 BC 100"
670201,"FPF II CZF 4,0 x 40 BC 100"
670190,"FPF II CZF 4,0 x 25 BC 1000"
670305,"FPF II CZF 4,5 x 50 BC 500"
670493,"FPF II CZF 6,0 x 35 BC 500"
670186,"FPF II CZF 4,0 x 20 BC 1000"
670283,"FPF II CZF 4,5 x 16 BC 200"
670391,"FPF II CZF 5,0 x 25 BC 500"
670112,"FPF II CZF 3,5 x 25 BC 300"
